Unnamed: 0,NAME,B08133_001E,B08011_001E,B08011_007E,B08133_007E,B08011_008E,B08133_008E,B08011_009E,B08133_009E,B08011_010E,B08133_010E,B08011_011E,B08133_011E,B08011_012E,B08133_012E,B08011_013E,B08133_013E,B08006_002E,B08006_008E,B08006_016E,mhi,B08006_001E,B08201_001E,B08201_002E,B08201_003E,B08201_004E,B08201_005E,B08201_006E,B25003_001E,B25003_002E,B25003_003E,total_population_race,num_white_alone,num_baa_alone,B02001_004E,B02001_005E,B02001_008E,B02008_001E,B02009_001E,B02010_001E,B02011_001E,B02012_001E,state,county,tract,avg_time_agg,avg_time_to_work_7_8am,avg_time_to_work_8_9am,avg_time_to_work_9_10am,pct_workers_ctv,pct_workers_pt,pct_households_no_car,pct_households_min_car,pct_renter_occupied_units,pct_owner_occupied_units,pct_white,pct_nonwhite,year
128,"Census Tract 115, Providence County, Rhode Island",,3409,503,,374,,364,,233,,340,,13,,32,,3368,31,10,62115,3561,2592,107,1078,902,366,139,2592,1465,1127,6704,6081,345,6,133,65,6146,391,12,146,0,44,7,11500,,,,,94.58017410839652,0.8705419825891604,4.128086419753087,2322.429906542056,43.47993827160494,56.52006172839506,90.70704057279237,9.292959427207636,2015
129,"Census Tract 139, Providence County, Rhode Island",,1454,194,,138,,215,,244,,141,,45,,7,,1444,10,0,50139,1482,1431,114,645,449,153,70,1431,925,506,2843,2528,39,0,255,21,2549,39,0,276,0,44,7,13900,,,,,97.43589743589745,0.6747638326585695,7.966457023060797,1155.2631578947369,35.35988819007687,64.64011180992313,88.92015476609215,11.079845233907845,2015
130,"Census Tract 180, Providence County, Rhode Island",,619,49,,72,,82,,20,,27,,0,,40,,512,34,54,16433,626,1525,748,530,214,16,17,1525,123,1402,2504,2082,129,6,222,28,2110,138,15,222,0,44,7,18000,,,,,81.78913738019169,5.431309904153355,49.04918032786885,103.87700534759358,91.9344262295082,8.065573770491802,83.14696485623003,16.85303514376997,2015
131,"Census Tract 163, Providence County, Rhode Island",,1577,162,,256,,193,,100,,78,,14,,73,,1513,32,0,66159,1593,1110,46,410,472,121,61,1110,744,366,2819,1950,344,0,15,129,2042,440,0,28,16,44,7,16300,,,,,94.97802887633397,2.008788449466416,4.144144144144144,2313.043478260869,32.972972972972975,67.02702702702703,69.17346576800284,30.82653423199716,2015
132,"Census Tract 13, Providence County, Rhode Island",,1935,145,,213,,313,,81,,194,,88,,84,,1311,203,150,26969,1954,1563,401,672,418,59,13,1563,311,1252,5076,1672,587,0,570,243,1788,608,129,650,0,44,7,1300,,,,,67.09314227226203,10.388945752302968,25.655790147152917,289.77556109725685,80.10236724248242,19.897632757517595,32.939322301024426,67.06067769897557,2015
133,"Census Tract 102, Providence County, Rhode Island",66520.0,3323,357,6900.0,442,7740.0,592,11900.0,188,3525.0,147,2350.0,178,1605.0,75,460.0,3056,209,0,48839,3347,2659,340,1126,1001,84,108,2659,1149,1510,7154,4897,950,4,357,713,5334,1641,217,373,0,44,7,10200,20.018055973517907,18.32290362953692,19.775641025641026,12.169230769230769,91.30564684792353,6.244397968329848,12.786761940579163,682.0588235294117,56.78826626551336,43.21173373448665,68.45121610287951,31.54878389712049,2015
134,"Census Tract 142, Providence County, Rhode Island",,1099,120,,192,,120,,118,,95,,37,,28,,1078,5,11,75903,1171,830,5,250,440,98,37,830,629,201,5990,3774,657,101,316,497,4033,1017,386,342,6,44,7,14200,,,,,92.05807002561912,0.4269854824935952,0.6024096385542169,16500.0,24.21686746987952,75.78313253012048,63.00500834724541,36.994991652754585,2015
135,"Census Tract 146, Providence County, Rhode Island",,3917,755,,614,,720,,280,,155,,18,,93,,3827,70,0,104265,3994,2300,24,386,1181,339,370,2300,2156,144,6890,6043,105,19,431,129,6172,176,52,489,0,44,7,14600,,,,,95.8187280921382,1.7526289434151223,1.0434782608695654,9483.333333333332,6.260869565217392,93.7391304347826,87.70682148040638,12.293178519593614,2015
136,"Census Tract 132.02, Providence County, Rhode Island",100925.0,3244,694,23115.0,353,10190.0,683,22185.0,63,960.0,170,4965.0,78,990.0,0,-666666666.0,3169,35,40,84844,3382,2312,119,425,931,555,282,2312,2123,189,5740,5614,17,20,17,72,5686,17,74,35,18,44,7,13202,31.1112823674476,31.809933142311365,31.02546916890081,24.012096774193548,93.70195150798344,1.034890597279716,5.147058823529411,1842.857142857143,8.174740484429066,91.82525951557092,97.80487804878048,2.195121951219512,2015
137,"Census Tract 137.01, Providence County, Rhode Island",,1748,310,,283,,131,,95,,89,,51,,16,,1709,39,0,59477,1821,1457,52,562,614,144,85,1457,880,577,3951,3098,190,5,417,121,3210,226,26,448,0,44,7,13701,,,,,93.84953322350356,2.14168039538715,3.568977350720659,2701.923076923077,39.601921757035,60.39807824296499,78.41052898000507,21.58947101999494,2015
138,"Census Tract 138, Providence County, Rhode Island",,2516,366,,428,,303,,192,,270,,54,,50,,2443,73,0,62500,2555,1926,104,825,724,225,48,1926,1437,489,4740,3997,326,0,205,150,4147,460,0,221,0,44,7,13800,,,,,95.61643835616438,2.857142857142857,5.399792315680166,1751.923076923077,25.38940809968847,74.61059190031153,84.32489451476793,15.675105485232068,2015
139,"Census Tract 171, Providence County, Rhode Island",,2067,277,,267,,339,,119,,71,,91,,45,,1786,100,66,39201,2076,1769,236,814,474,176,69,1769,771,998,4728,3300,566,14,25,321,3500,775,20,79,12,44,7,17100,,,,,86.03082851637764,4.816955684007708,13.340870548332392,649.5762711864406,56.41605426794799,43.583945732052,69.79695431472082,30.20304568527919,2015
140,"Census Tract 181, Providence County, Rhode Island",,1142,200,,36,,108,,51,,0,,20,,28,,931,20,146,31346,1142,1248,135,775,291,33,14,1248,274,974,2964,2697,114,0,37,99,2796,180,0,59,0,44,7,18100,,,,,81.52364273204904,1.7513134851138354,10.817307692307692,824.4444444444443,78.0448717948718,21.955128205128204,90.9919028340081,9.008097165991904,2015
0,"Census Tract 27, Providence County, Rhode Island",47650.0,1671,328,10245.0,101,1725.0,116,2540.0,78,1350.0,132,2580.0,47,1000.0,51,1095.0,1196,146,46,30307,1760,1563,363,712,393,55,40,1563,381,1182,6068,3505,1220,6,180,456,3809,1364,297,209,0,44,7,2700,28.515858767205263,27.902097902097903,20.051546391752577,20.0,67.95454545454545,8.295454545454547,23.224568138195774,330.57851239669424,75.62380038387715,24.37619961612284,57.76203032300593,42.23796967699407,2019
1,"Census Tract 109, Providence County, Rhode Island",,1795,128,,61,,310,,75,,100,,65,,22,,1580,125,28,32757,1795,1422,349,702,233,80,58,1422,262,1160,5019,2850,656,86,26,553,3116,847,183,290,38,44,7,10900,,,,,88.02228412256268,6.963788300835655,24.54289732770745,307.4498567335243,81.57524613220815,18.424753867791843,56.78421996413629,43.21578003586372,2019
2,"Census Tract 111, Providence County, Rhode Island",,1662,252,,183,,206,,23,,66,,9,,9,,1414,47,0,29744,1677,1258,355,589,256,32,26,1258,290,968,3895,1058,619,0,12,174,1149,714,26,62,132,44,7,11100,,,,,84.31723315444246,2.802623732856291,28.21939586645469,254.36619718309865,76.94753577106518,23.052464228934817,27.16302952503209,72.83697047496791,2019
3,"Census Tract 122, Providence County, Rhode Island",,3671,678,,552,,761,,164,,243,,45,,10,,3624,0,32,98539,3842,2635,183,566,1067,592,227,2635,1953,682,7427,6672,0,0,665,90,6762,56,42,699,0,44,7,12200,,,,,94.32587194169705,0.0,6.944971537001897,1339.8907103825136,25.882352941176475,74.11764705882354,89.83438804362461,10.165611956375386,2019
4,"Census Tract 126.02, Providence County, Rhode Island",,3670,650,,549,,304,,113,,334,,176,,41,,3628,0,42,76623,3719,3284,229,1181,1203,436,235,3284,2471,813,7547,7201,26,0,157,123,7324,109,22,157,18,44,7,12602,,,,,97.55310567356815,0.0,6.973203410475031,1334.061135371179,24.756394640682096,75.2436053593179,95.41539684642903,4.584603153570956,2019
5,"Census Tract 147, Providence County, Rhode Island",,3340,574,,387,,381,,150,,241,,113,,20,,2938,373,29,41830,3387,2944,516,1295,752,258,123,2944,1206,1738,7919,5709,634,108,428,584,5948,1061,108,445,28,44,7,14700,,,,,86.74343076468851,11.01269560082669,17.527173913043477,470.5426356589148,59.03532608695652,40.96467391304348,72.09243591362545,27.907564086374546,2019
6,"Census Tract 150, Providence County, Rhode Island",,2564,475,,171,,373,,138,,243,,65,,53,,2422,30,0,62946,2570,1633,107,622,651,182,71,1633,1061,572,4597,2811,1005,0,121,276,2983,1198,70,152,0,44,7,15000,,,,,94.24124513618676,1.1673151750972763,6.552357624004899,1426.1682242990653,35.02755664421311,64.9724433557869,61.14857515771155,38.85142484228845,2019
7,"Census Tract 156, Providence County, Rhode Island",,1284,95,,257,,62,,75,,90,,6,,44,,1206,49,0,54375,1284,913,167,375,236,57,78,913,432,481,2125,1633,200,0,36,227,1778,358,68,36,32,44,7,15600,,,,,93.92523364485982,3.81619937694704,18.29134720700986,446.70658682634735,52.68346111719606,47.31653888280395,76.84705882352941,23.152941176470588,2019
8,"Census Tract 164, Providence County, Rhode Island",49045.0,1963,263,6680.0,191,4145.0,207,6795.0,119,1975.0,180,5130.0,67,660.0,0,-666666666.0,1868,77,0,37566,1963,1670,200,984,346,111,29,1670,534,1136,4214,1569,1341,0,76,481,1877,1796,98,76,0,44,7,16400,24.984717269485483,23.84361233480176,26.901840490797547,23.441295546558703,95.16046867040244,3.922567498726439,11.976047904191615,735.0,68.02395209580838,31.976047904191617,37.23303274798291,62.76696725201708,2019
9,"Census Tract 166, Providence County, Rhode Island",,948,162,,95,,102,,20,,24,,26,,0,,900,29,0,52907,948,662,37,332,202,72,19,662,263,399,1848,1020,418,48,11,41,1045,434,48,11,0,44,7,16600,,,,,94.9367088607595,3.059071729957806,5.589123867069486,1689.1891891891892,60.27190332326284,39.72809667673716,55.1948051948052,44.8051948051948,2019
10,"Census Tract 178, Providence County, Rhode Island",,967,72,,26,,110,,0,,28,,104,,38,,871,5,39,23875,968,1001,288,365,317,7,24,1001,367,634,2094,1746,174,0,0,46,1792,200,20,0,0,44,7,17800,,,,,89.97933884297521,0.5165289256198348,28.77122877122877,247.56944444444449,63.336663336663335,36.663336663336665,83.3810888252149,16.6189111747851,2019
11,"Census Tract 179, Providence County, Rhode Island",,1417,149,,105,,119,,38,,18,,55,,17,,1323,20,0,32448,1447,1403,389,663,241,50,60,1403,186,1217,3170,2341,507,0,60,168,2509,607,0,128,0,44,7,17900,,,,,91.43054595715272,1.38217000691085,27.72630078403421,260.66838046272494,86.74269422665716,13.257305773342836,73.84858044164038,26.151419558359624,2019
12,"Census Tract 182, Providence County, Rhode Island",,1570,155,,210,,109,,36,,110,,76,,15,,1466,0,49,52649,1580,1123,91,576,307,122,27,1123,418,705,3250,2336,330,31,385,168,2474,446,83,385,0,44,7,18200,,,,,92.78481012658229,0.0,8.103294746215495,1134.065934065934,62.77827248441674,37.22172751558326,71.87692307692308,28.123076923076923,2019
13,"Census Tract 114.03, Providence County, Rhode Island",92290.0,3668,490,12365.0,567,13865.0,357,6350.0,87,1410.0,351,6170.0,133,2345.0,0,-666666666.0,3563,0,98,86346,3723,2780,93,905,1252,388,142,2780,2158,622,7144,6454,87,0,343,177,6586,200,10,397,0,44,7,11403,25.1608505997819,24.8155156102176,17.47747747747748,17.59297520661157,95.7023905452592,0.0,3.3453237410071948,2889.2473118279568,22.37410071942446,77.62589928057554,90.34154535274357,9.658454647256438,2019
14,"Census Tract 15, Providence County, Rhode Island",,1642,299,,304,,150,,164,,104,,20,,0,,1541,84,17,60938,1657,996,63,402,358,156,17,996,616,380,3243,1497,428,55,471,236,1706,574,183,471,27,44,7,1500,,,,,92.99939649969824,5.0694025347012674,6.325301204819277,1480.952380952381,38.152610441767074,61.84738955823293,46.16096207215541,53.83903792784459,2019
15,"Census Tract 113.01, Providence County, Rhode Island",,2419,322,,359,,335,,163,,161,,0,,11,,2364,45,0,84150,2435,1819,112,562,762,220,163,1819,1418,401,4796,4410,193,0,0,24,4434,193,24,0,0,44,7,11301,,,,,97.08418891170432,1.8480492813141685,6.157229246838923,1524.107142857143,22.045079714128644,77.95492028587135,91.95162635529609,8.04837364470392,2019
16,"Census Tract 114.01, Providence County, Rhode Island",,4405,659,,693,,657,,343,,393,,18,,16,,4266,104,15,113250,4615,3415,269,756,1568,616,206,3415,2807,608,9131,8640,2,0,343,146,8786,22,126,343,0,44,7,11401,,,,,92.4377031419285,2.2535211267605635,7.877013177159591,1169.5167286245353,17.80380673499268,82.19619326500732,94.62271383200088,5.377286167999125,2019
17,"Census Tract 118, Providence County, Rhode Island",,3195,666,,589,,272,,107,,156,,0,,165,,3128,67,0,47035,3339,2623,255,942,952,336,138,2623,1485,1138,7136,5354,1048,0,164,441,5659,1443,41,210,0,44,7,11800,,,,,93.6807427373465,2.006588799041629,9.721692718261531,928.6274509803924,43.38543652306519,56.61456347693481,75.02802690582959,24.971973094170405,2019
18,"Census Tract 8, Providence County, Rhode Island",,1795,108,,197,,196,,171,,162,,98,,109,,810,221,52,34850,2081,1951,951,834,157,9,0,1951,245,1706,4595,2679,546,93,807,245,2853,690,129,873,41,44,7,800,,,,,38.923594425756846,10.619894281595386,48.744233726294205,105.15247108307044,87.44233726294209,12.55766273705792,58.3025027203482,41.6974972796518,2019
19,"Census Tract 34, Providence County, Rhode Island",,2081,202,,409,,502,,351,,125,,102,,0,,1805,139,39,178235,2272,1806,110,521,934,241,0,1806,1566,240,4510,3986,2,2,353,156,4123,2,2,500,86,44,7,3400,,,,,79.44542253521126,6.117957746478873,6.090808416389812,1541.8181818181818,13.2890365448505,86.71096345514951,88.38137472283813,11.61862527716186,2019
20,"Census Tract 105.01, Providence County, Rhode Island",48830.0,2110,299,7415.0,271,6045.0,242,3935.0,116,2855.0,145,1875.0,52,2100.0,28,280.0,1927,110,20,57946,2150,1807,198,679,696,175,59,1807,1269,538,4606,3500,685,27,52,186,3677,827,69,63,0,44,7,10501,23.14218009478673,23.614035087719294,18.96648044692737,20.17766497461929,89.62790697674419,5.116279069767442,10.9573879358052,812.6262626262626,29.77310459324848,70.22689540675152,75.98784194528876,24.012158054711247,2019
21,"Census Tract 103, Providence County, Rhode Island",,1637,190,,250,,297,,125,,106,,67,,20,,1572,19,32,37246,1716,1674,351,593,545,134,51,1674,905,769,3786,3016,373,0,0,361,3297,469,86,93,21,44,7,10300,,,,,91.6083916083916,1.1072261072261071,20.967741935483872,376.9230769230769,45.9378733572282,54.0621266427718,79.66191230850502,20.338087691494984,2019
22,"Census Tract 114.02, Providence County, Rhode Island",,2173,337,,537,,262,,9,,119,,30,,27,,2102,50,0,117955,2278,1462,41,262,715,356,88,1462,1384,78,3938,3780,1,0,104,53,3833,1,0,104,8,44,7,11402,,,,,92.2739244951712,2.194907813871817,2.80437756497948,3465.853658536585,5.33515731874145,94.66484268125856,95.98781107160995,4.012188928390046,2019
23,"Census Tract 121.02, Providence County, Rhode Island",50860.0,2216,337,8395.0,298,5435.0,355,7920.0,69,1165.0,48,1130.0,61,2425.0,47,690.0,2159,39,8,54957,2264,1941,127,899,687,202,26,1941,1091,850,4351,3701,193,16,166,35,3736,202,16,192,0,44,7,12102,22.951263537906136,21.77952755905512,21.42688679245283,32.61467889908257,95.36219081272084,1.722614840989399,6.543019062339001,1428.3464566929133,43.791859866048426,56.20814013395157,85.06090553895656,14.93909446104344,2019
24,"Census Tract 129, Providence County, Rhode Island",,2488,595,,248,,61,,15,,144,,57,,0,,2278,15,93,73684,2515,1994,145,598,914,218,119,1994,1075,919,5069,4859,1,0,91,80,4939,22,21,129,0,44,7,12900,,,,,90.5765407554672,0.5964214711729622,7.271815446339016,1275.1724137931035,46.08826479438315,53.91173520561685,95.85717103965278,4.142828960347209,2019
25,"Census Tract 135, Providence County, Rhode Island",51640.0,2413,275,5180.0,247,4460.0,394,6550.0,229,5400.0,121,2530.0,121,3285.0,61,2000.0,2108,150,36,65107,2536,1839,132,746,701,213,47,1839,944,895,4654,3267,463,14,403,314,3516,579,26,583,0,44,7,13500,21.40074595938665,18.46743295019157,19.181380417335472,24.02892561983471,83.1230283911672,5.914826498422713,7.177814029363784,1293.1818181818182,48.66775421424687,51.33224578575313,70.19767941555651,29.80232058444349,2019
26,"Census Tract 137.02, Providence County, Rhode Island",,1553,440,,158,,159,,114,,119,,49,,0,,1431,86,15,69821,1580,1115,34,465,378,188,50,1115,772,343,3159,2451,121,0,57,268,2550,317,15,159,128,44,7,13702,,,,,90.56962025316456,5.443037974683544,3.0493273542600896,3179.4117647058824,30.76233183856502,69.23766816143497,77.58784425451091,22.41215574548908,2019
27,"Census Tract 143, Providence County, Rhode Island",,2345,539,,279,,277,,93,,59,,251,,120,,2174,0,9,72273,2421,1990,242,683,780,206,79,1990,1415,575,4997,4140,30,0,587,161,4216,30,0,613,85,44,7,14300,,,,,89.79760429574556,0.0,12.1608040201005,722.314049586777,28.894472361809044,71.10552763819096,82.84970982589553,17.150290174104462,2019
28,"Census Tract 110, Providence County, Rhode Island",,2612,328,,152,,138,,91,,79,,66,,18,,2402,134,11,34944,2633,1861,350,919,414,145,33,1861,441,1420,6024,2601,537,39,0,395,2974,843,61,22,22,44,7,11000,,,,,91.22673756171667,5.089251804025826,18.807092960773776,431.71428571428567,76.30306286942505,23.69693713057496,43.17729083665338,56.822709163346616,2019
29,"Census Tract 117.02, Providence County, Rhode Island",44765.0,2101,330,7600.0,236,4700.0,269,6040.0,269,4705.0,112,1580.0,96,1175.0,85,1380.0,2059,1,41,80179,2154,1499,18,394,659,231,197,1499,1234,265,4209,3835,122,0,72,84,3919,187,0,91,24,44,7,11702,21.306520704426465,21.731448763250885,19.972118959107807,13.245192307692308,95.58960074280408,0.0464252553389043,1.200800533689126,8227.777777777777,17.678452301534357,82.32154769846565,91.11427892611071,8.885721073889286,2019
30,"Census Tract 123, Providence County, Rhode Island",,3607,663,,433,,357,,257,,138,,94,,42,,3510,48,0,60066,3654,2581,94,995,1016,287,189,2581,1815,766,6982,6492,254,1,39,101,6593,342,1,52,0,44,7,12300,,,,,96.0591133004926,1.3136288998357963,3.641999225106548,2645.744680851064,29.67841921735761,70.32158078264239,92.98195359495848,7.018046405041535,2019
31,"Census Tract 125, Providence County, Rhode Island",,2109,240,,118,,416,,90,,102,,17,,33,,2064,19,0,51035,2327,2413,241,1237,708,137,90,2413,1128,1285,4837,4216,224,31,18,135,4351,263,81,64,0,44,7,12500,,,,,88.69789428448647,0.8165019338203695,9.98756734355574,901.2448132780085,53.25321176958143,46.74678823041857,87.16146371718007,12.838536282819929,2019
32,"Census Tract 126.01, Providence County, Rhode Island",29750.0,1599,165,4470.0,204,3775.0,112,2215.0,153,3205.0,43,785.0,86,1385.0,30,110.0,1010,10,28,87969,1785,669,13,175,344,132,5,669,557,112,4379,3576,212,13,352,166,3718,222,65,415,20,44,7,12601,18.60537836147592,22.344173441734416,20.452830188679247,16.82170542635659,56.582633053221286,0.5602240896358543,1.9431988041853512,5046.153846153846,16.741405082212257,83.25859491778775,81.66248001826901,18.33751998173099,2019
33,"Census Tract 127.01, Providence County, Rhode Island",,2314,436,,352,,180,,159,,183,,9,,0,,2244,0,7,96409,2330,1796,233,336,798,351,78,1796,1448,348,4868,4593,68,0,84,2,4595,68,2,84,0,44,7,12701,,,,,96.30901287553648,0.0,12.973273942093542,670.8154506437769,19.37639198218263,80.62360801781738,94.35086277732128,5.649137222678719,2019
34,"Census Tract 128.01, Providence County, Rhode Island",,2255,416,,127,,310,,4,,103,,0,,16,,2222,0,24,66591,2549,2096,192,651,584,418,251,2096,1508,588,5579,5318,238,0,0,23,5341,261,0,0,0,44,7,12801,,,,,87.171439780306,0.0,9.16030534351145,991.6666666666666,28.053435114503817,71.94656488549617,95.32174224771464,4.678257752285356,2019
35,"Census Tract 130.01, Providence County, Rhode Island",,1855,239,,145,,134,,44,,73,,72,,7,,1800,15,0,92857,2010,1158,19,198,472,310,159,1158,1083,75,3392,3246,9,0,15,111,3357,28,0,83,0,44,7,13001,,,,,89.55223880597015,0.7462686567164178,1.6407599309153715,5994.736842105263,6.476683937823833,93.52331606217616,95.69575471698111,4.304245283018868,2019
36,"Census Tract 130.02, Providence County, Rhode Island",,4207,921,,498,,360,,115,,156,,31,,81,,4069,17,67,86833,4263,2828,144,677,1206,512,289,2828,2292,536,8127,7329,96,0,332,275,7535,290,69,413,0,44,7,13002,,,,,95.44921416842598,0.3987802017358667,5.091937765205092,1863.888888888889,18.95332390381895,81.04667609618105,90.18087855297158,9.819121447028424,2019
37,"Census Tract 131.01, Providence County, Rhode Island",80655.0,2517,230,9315.0,303,8945.0,333,9015.0,188,4430.0,88,2035.0,95,1740.0,42,1110.0,2470,34,13,88961,2585,1795,27,479,693,341,255,1795,1570,225,4982,4783,27,8,0,154,4937,39,136,14,0,44,7,13101,32.04410011918951,34.25891181988743,25.806142034548945,20.628415300546447,95.55125725338492,1.3152804642166345,1.504178272980501,6548.148148148148,12.534818941504176,87.46518105849582,96.0056202328382,3.994379767161783,2019
38,"Census Tract 140, Providence County, Rhode Island",,3023,398,,368,,235,,76,,228,,83,,17,,2929,45,49,72726,3075,2284,91,992,966,194,41,2284,1801,483,6360,4393,583,90,748,133,4486,659,103,765,0,44,7,14000,,,,,95.2520325203252,1.4634146341463417,3.984238178633976,2409.8901098901097,21.147110332749563,78.85288966725044,69.07232704402516,30.927672955974845,2019
39,"Census Tract 144, Providence County, Rhode Island",,1692,256,,271,,362,,161,,146,,8,,0,,1640,52,0,80720,1795,1727,86,764,657,197,23,1727,1400,327,3536,3237,26,0,96,95,3321,79,11,138,0,44,7,14400,,,,,91.3649025069638,2.896935933147632,4.979733642154025,1908.139534883721,18.93456861609728,81.06543138390272,91.54411764705884,8.455882352941178,2019
40,"Census Tract 170, Providence County, Rhode Island",,2417,477,,118,,272,,89,,151,,37,,8,,2353,37,0,69063,2425,1714,57,737,686,181,53,1714,1211,503,4312,3477,228,0,210,128,3561,322,0,244,0,44,7,17000,,,,,97.03092783505156,1.5257731958762888,3.325554259043174,2907.017543859649,29.34655775962661,70.6534422403734,80.63543599257885,19.36456400742115,2019
41,"Census Tract 151, Providence County, Rhode Island",,2087,368,,93,,129,,148,,235,,57,,22,,1786,219,22,36027,2118,1710,389,757,363,174,27,1710,526,1184,4685,1712,1459,0,91,522,1977,1881,173,120,68,44,7,15100,,,,,84.32483474976394,10.339943342776204,22.748538011695903,339.58868894601545,69.23976608187135,30.76023391812865,36.54215581643543,63.457844183564575,2019
42,"Census Tract 154, Providence County, Rhode Island",,1066,149,,46,,137,,33,,13,,30,,6,,954,36,37,46250,1072,842,127,414,225,46,30,842,186,656,2367,1243,417,12,66,207,1367,536,83,66,0,44,7,15400,,,,,88.99253731343283,3.3582089552238807,15.08313539192399,562.992125984252,77.90973871733968,22.09026128266033,52.51373046049852,47.48626953950148,2019
43,"Census Tract 160, Providence County, Rhode Island",45445.0,1764,200,6800.0,185,4200.0,31,400.0,60,1205.0,181,3955.0,31,1270.0,0,-666666666.0,1613,24,85,46908,1784,1536,161,883,475,0,17,1536,384,1152,3454,2016,850,95,17,164,2032,947,196,17,0,44,7,16000,25.7624716553288,28.571428571428573,17.63736263736264,24.64622641509434,90.41479820627802,1.345291479820628,10.481770833333332,854.0372670807453,75.0,25.0,58.36711059640996,41.63288940359004,2019
44,"Census Tract 168, Providence County, Rhode Island",,1514,153,,224,,147,,71,,20,,25,,0,,1441,16,0,52171,1560,1183,66,429,482,156,50,1183,730,453,3101,2461,192,42,34,171,2632,318,49,34,9,44,7,16800,,,,,92.37179487179488,1.0256410256410255,5.579036348267118,1692.4242424242425,38.29247675401521,61.70752324598479,79.36149629151886,20.63850370848113,2019
45,"Census Tract 169, Providence County, Rhode Island",,929,181,,122,,143,,26,,100,,8,,0,,856,52,8,83833,940,710,18,227,365,89,11,710,604,106,1682,1606,55,0,0,21,1620,76,7,0,0,44,7,16900,,,,,91.06382978723404,5.531914893617021,2.535211267605634,3844.444444444444,14.929577464788732,85.07042253521126,95.48156956004756,4.5184304399524375,2019
46,"Census Tract 174, Providence County, Rhode Island",,1597,199,,151,,89,,33,,14,,0,,22,,1553,7,0,37332,1653,1591,321,535,606,121,8,1591,526,1065,4411,2625,444,0,510,471,2957,639,57,712,0,44,7,17400,,,,,93.9503932244404,0.4234724742891712,20.175989943431805,395.63862928348914,66.93903205531112,33.06096794468888,59.5103151212877,40.48968487871231,2019
47,"Census Tract 28, Providence County, Rhode Island",,2610,390,,93,,231,,147,,80,,0,,38,,2498,112,0,41136,2656,2213,528,737,756,96,96,2213,841,1372,6395,2895,2219,74,0,37,2895,2256,111,0,140,44,7,2800,,,,,94.05120481927712,4.216867469879518,23.85901491188432,319.1287878787879,61.997288748305465,38.002711251694535,45.2697419859265,54.7302580140735,2019
48,"Census Tract 157, Providence County, Rhode Island",,1517,165,,321,,180,,50,,64,,53,,0,,1448,37,15,66300,1539,1306,104,589,469,117,27,1306,915,391,3263,2962,75,2,153,33,2995,75,2,153,0,44,7,15700,,,,,94.087069525666,2.4041585445094213,7.963246554364471,1155.769230769231,29.93874425727412,70.06125574272588,90.77536009806926,9.224639901930738,2019
49,"Census Tract 107.02, Providence County, Rhode Island",60285.0,2171,349,10225.0,271,8265.0,234,4740.0,181,3220.0,165,3150.0,65,2885.0,0,-666666666.0,2089,61,21,76174,2244,1687,58,594,743,200,92,1687,1402,285,3964,3747,24,0,36,144,3805,128,86,76,0,44,7,10702,27.7683095347766,29.82258064516129,19.180722891566266,26.23913043478261,93.0926916221034,2.718360071301248,3.438055720213397,2808.620689655172,16.893894487255483,83.10610551274452,94.52573158425832,5.474268415741675,2019
50,"Census Tract 115, Providence County, Rhode Island",75925.0,2876,416,11485.0,388,8295.0,354,10805.0,189,4720.0,366,8010.0,136,2835.0,48,1285.0,2779,41,9,64769,2963,2568,323,987,949,215,94,2568,1186,1382,6542,5942,93,0,308,95,6037,149,4,343,0,44,7,11500,26.39951321279555,24.601990049751244,28.591160220994475,21.60358565737052,93.7900776240297,1.383732703341208,12.577881619937695,695.046439628483,53.81619937694704,46.18380062305296,90.82849281565272,9.171507184347297,2019
51,"Census Tract 139, Providence County, Rhode Island",,1462,237,,315,,180,,113,,44,,40,,22,,1422,21,0,59770,1524,1476,116,775,455,36,94,1476,945,531,2877,2454,12,0,361,0,2454,12,0,361,0,44,7,13900,,,,,93.30708661417324,1.3779527559055118,7.8590785907859075,1172.413793103448,35.97560975609756,64.02439024390245,85.29718456725756,14.70281543274244,2019
52,"Census Tract 180, Providence County, Rhode Island",,999,50,,8,,91,,31,,71,,35,,49,,911,0,13,24615,1001,1428,538,545,303,13,29,1428,130,1298,2838,2079,327,0,207,39,2118,327,39,207,0,44,7,18000,,,,,91.00899100899102,0.0,37.675070028011206,165.42750929368032,90.89635854341736,9.103641456582633,73.25581395348837,26.744186046511626,2019
53,"Census Tract 163, Providence County, Rhode Island",,1755,123,,182,,181,,97,,132,,6,,47,,1703,52,0,70750,1778,1108,57,388,514,115,34,1108,888,220,3000,1518,968,0,44,298,1768,1025,25,51,16,44,7,16300,,,,,95.78177727784028,2.924634420697413,5.144404332129964,1843.8596491228068,19.855595667870038,80.14440433212997,50.6,49.4,2019
54,"Census Tract 13, Providence County, Rhode Island",,1767,194,,160,,575,,83,,173,,42,,0,,1522,65,22,52531,1969,1401,173,664,474,78,12,1401,425,976,3933,1966,415,0,250,41,1999,423,10,271,0,44,7,1300,,,,,77.29812087353987,3.3011681056373794,12.348322626695216,709.8265895953757,69.66452533904354,30.335474660956457,49.98728705822527,50.01271294177473,2019
